product_id,product_position,promotion,product_category,seasonal,sales_volume,brand,url,name,description,price,currency,terms,section,season,material,origin,sales
205282,End-cap,True,clothing,Yes,1529,Zara,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html,CROPPED HERRINGBONE TEXTURED JACKET WHITE,Regular fit T-shirt. Round neck and short sleeves.,42.99,USD,jackets,MAN,Summer,Linen,India,65731.71
205283,Aisle,True,clothing,No,1773,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,ABSTRACT JACQUARD SWEATER WHITE #3,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,15.99,USD,jackets,WOMAN,Winter,Wool,Pakistan,28350.27
205284,Front of Store,True,clothing,Yes,1547,Zara,https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html,EMBROIDERED FOREST JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,33.99,USD,sweaters,WOMAN,Winter,Wool Blend,India,52582.530000000006
205285,Front of Store,True,clothing,No,770,Zara,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html,STRETCH LIGHTWEIGHT PUFFER JACKET ECRU,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,29.95,USD,t-shirts,MAN,Autumn,Wool,Argentina,23061.5
205286,Front of Store,True,clothing,No,955,Zara,https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html,OVERSIZED CROPPED TEXTURED JACKET CHARCOAL,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,32.99,USD,t-shirts,MAN,Winter,Viscose,Morocco,31505.45
205287,End-cap,True,clothing,No,912,Zara,https://www.zara.com/us/en/tassel-leather-loafers-p12609320.html,OVERSIZED BASIC 100% WOOL SWEATER BEIGE,Sneakers. Pieces and topstitching at upper. Lacing with six pairs of eyelets. Contrasting slightly chunky soles.,74.99,USD,t-shirts,WOMAN,Winter,Wool,India,68390.87999999999
205288,Front of Store,True,clothing,Yes,1109,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html,EMBROIDERED KNIT SWEATER WITH PIPING ECRU,Wide fit jeans. Adjustable interior elastic waistband with front pleats. Front pockets and back patch pockets. Washed effect. Front zip and button closure.,43.95,USD,t-shirts,WOMAN,Winter,Wool Blend,Portugal,48740.55
205289,Front of Store,True,clothing,No,1366,Zara,https://www.zara.com/us/en/slim-fit-suit-jacket-p01564520.html,RIBBED RAISED TEXT T-SHIRT LIMITED EDITION ECRU,Relaxed fit T-shirt with round neck and short sleeves.,17.95,USD,jackets,WOMAN,Spring,Cotton,Bangladesh,24519.7
205290,Aisle,True,clothing,Yes,832,Zara,https://www.zara.com/us/en/printed-cropped-fit-shirt-limited-edition-p06224490.html,TEXTURED WEAVE OVERSHIRT SAND,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,19.99,USD,jackets,WOMAN,Autumn,Viscose,China,16631.68
205291,Front of Store,True,clothing,No,988,Zara,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html,EMBROIDERED TEXT T-SHIRT GREY,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,21.99,USD,jackets,WOMAN,Summer,Linen,Cambodia,21726.12
205292,Aisle,True,clothing,Yes,1254,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,REGULAR STRAP SANDALS GREY,Knit shirt in viscose blend fabric. Mock neck and short sleeves. Rib trim.,40.95,USD,t-shirts,MAN,Summer,Cotton,Vietnam,51351.3
205293,Front of Store,True,clothing,No,843,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html,KNIT SWEATER WITH PEARLS OLIVE,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,19.99,USD,jackets,MAN,Autumn,Wool,China,16851.57
205294,Front of Store,True,clothing,No,917,Zara,https://www.zara.com/us/en/strap-sandals-p12765320.html,KNIT TEXTURED WEAVE OVERSHIRT BLACK,Round neck sweater with jewel appliqués and long sleeves. Back opening with button closure.,87.99,USD,t-shirts,WOMAN,Winter,Polyester,Pakistan,80686.83
205295,Aisle,True,clothing,No,957,Zara,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html,PLEATED WOOL BLEND FELT TEXTURE JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,25.99,USD,jackets,MAN,Winter,Wool,China,24872.43
205296,Aisle,True,clothing,No,869,Zara,https://www.zara.com/us/en/ribbed-knit-t-shirt-p03332431.html,STRUCTURED KNIT OPEN BACK PEARLY SWEATER ECRU,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,29.95,USD,jackets,WOMAN,Autumn,Wool,India,26026.55
205297,End-cap,True,clothing,No,820,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html,RIBBED OVERSHIRT NAVY,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,25.95,USD,sweaters,MAN,Autumn,Viscose,Pakistan,21279.0
205298,Aisle,True,clothing,Yes,899,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,UTILITY POCKET OVERSHIRT TAUPE,Regular fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Front zip closure.,29.0,USD,jackets,MAN,Autumn,Polyester,China,26071.0
205299,End-cap,True,clothing,No,891,Zara,https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html,STRUCTURED CHUNKY SNEAKERS WHITE,V-neck sweater with long sleeves.,29.99,USD,shoes,MAN,Autumn,Wool,Morocco,26721.09
205300,Aisle,True,clothing,No,895,Zara,https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html,LINEN FAUX LEATHER PUFFER JACKET WHITE,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,59.95,USD,jackets,WOMAN,Spring,Cotton,China,53655.25
205301,Aisle,True,clothing,No,792,Zara,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html,RELAXED CROPPED BOMBER JACKET LIMITED EDITION STONE,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,22.95,USD,sweaters,MAN,Autumn,Polyester,Portugal,18176.399999999998
205302,End-cap,True,clothing,Yes,1643,Zara,https://www.zara.com/us/en/textured-sweater-p02893403.html,STRUCTURED UTILITY POCKET JACKET,V-neck cropped sweater with long sleeves. Front patch pockets. Contrast topstitching.,19.99,USD,jackets,MAN,Winter,Wool,China,32843.57
205303,End-cap,True,clothing,No,1319,Zara,https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html,STRUCTURED MOC-TOE SUEDE BOOTS NAVY,Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.,38.99,USD,jackets,WOMAN,Spring,Cotton,India,51427.810000000005
205304,End-cap,True,clothing,Yes,1280,Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,BAGGY FIT JEANS LIMITED EDITION ECRU,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,13.99,USD,sweaters,MAN,Spring,Denim,Morocco,17907.2
205305,Front of Store,True,clothing,No,815,Zara,https://www.zara.com/us/en/suede-sneakers-p12216320.html,ACID WASH DENIM JACKET OLIVE,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,32.99,USD,shoes,MAN,Winter,Wool,India,26886.850000000002
205306,End-cap,True,clothing,Yes,1329,Zara,https://www.zara.com/us/en/knit-v-neck-sweater-p06771003.html,CASHMERE BLEND KNIT SWEATER IVORY,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,24.95,USD,jackets,WOMAN,Autumn,Wool,Cambodia,33158.549999999996
205307,Aisle,True,clothing,Yes,1247,Zara,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html,KNIT DOUBLE STRAP SUEDE SANDALS SAND,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,23.99,USD,sweaters,MAN,Spring,Cotton,Turkey,29915.53
205308,Aisle,True,clothing,No,1375,Zara,https://www.zara.com/us/en/purl-knit-sweater-p03332300.html,TAILORED FAUX LEATHER JACKET GREY,Running shoes. Upper in a combination of pieces and finishes. Lacing with six pairs of eyelets. Chunky soles with irregular design. Lug soles. Trek style.,20.99,USD,t-shirts,WOMAN,Spring,Viscose,Bangladesh,28861.249999999996
205309,Aisle,True,clothing,No,1317,Zara,https://www.zara.com/us/en/ribbed-knit-t-shirt-p04805409.html,UTILITY CROPPED LEATHER JACKET NAVY,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,31.99,USD,jackets,WOMAN,Autumn,Cotton,Pakistan,42130.829999999994
205310,Front of Store,True,clothing,No,1022,Zara,https://www.zara.com/us/en/basic-100-wool-sweater-p02893106.html,SATIN STRETCH SUIT JACKET BEIGE,Sweater made with 31% wool. Round neck and long sleeves. Rib trim.,31.0,USD,jackets,WOMAN,Winter,Wool,Morocco,31682.0
205311,Aisle,True,clothing,No,985,Zara,https://www.zara.com/us/en/bomber-jacket-p05039440.html,FAUX SUEDE PATCH JACKET TAUPE,Sweater made of 30% wool thread. Round neck and long sleeves. Rib trim.,17.99,USD,jackets,MAN,Winter,Wool,Bangladesh,17720.149999999998
205312,Front of Store,True,clothing,No,947,Zara,https://www.zara.com/us/en/vintage-effect-leather-bomber-jacket-p02521300.html,UTILITY TEXT T-SHIRT,Regular fit overshirt with quilted interior. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and welt pockets at hip. Front button closure.,22.0,USD,t-shirts,WOMAN,Spring,Linen,Portugal,20834.0
205313,Front of Store,True,clothing,No,879,Zara,https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html,STRIPED CROP KNIT SWEATER BURGUNDY,V-neck sweater with long sleeves. Rib trim.,44.99,USD,sweaters,MAN,Winter,Wool,Morocco,39546.21
205314,Aisle,True,clothing,No,707,Zara,https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html,BELTED PLEATED WIDE FIT JEANS WHITE,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,45.95,USD,jackets,MAN,Autumn,Denim,Bangladesh,32486.65
205315,End-cap,True,clothing,Yes,1336,Zara,https://www.zara.com/us/en/fine-knit-sweater-p09598045.html,OVERSIZED MIXED COLLAR JACKET NAVY,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,49.99,USD,jackets,WOMAN,Autumn,Polyester,Brazil,66786.64
205316,Aisle,True,clothing,Yes,1481,Zara,https://www.zara.com/us/en/baggy-fit-jeans-p06688486.html,BAGGY FIT JEANS LIMITED EDITION CHARCOAL #3,Short sweater with round neck and long sleeves.,37.95,USD,jackets,WOMAN,Winter,Wool,Bangladesh,56203.950000000004
205317,End-cap,True,clothing,No,1474,Zara,https://www.zara.com/us/en/overshirt-p00706623.html,TAILORED BOXY FIT DENIM JACKET ECRU,High collar sweater with front zipper. Long sleeves. Rib trim.,15.95,USD,jackets,MAN,Winter,Wool Blend,China,23510.3
205318,Aisle,True,clothing,No,1003,Zara,https://www.zara.com/us/en/oversize-fit-t-shirt-p04092405.html,STRIPED JACQUARD T-SHIRT ECRU,Slip on sneakers. Made of leather with a suede finish. Upper in a combination of pieces. Chunky sole.,15.99,USD,jackets,WOMAN,Spring,Linen,Portugal,16037.97
205319,Front of Store,True,clothing,Yes,1168,Zara,https://www.zara.com/us/en/raised-text-t-shirt-limited-edition-p00977490.html,OVERSIZED CONTRAST JACQUARD JACKET SKY BLUE,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,65.99,USD,jackets,MAN,Autumn,Polyester,Cambodia,77076.31999999999
205320,Front of Store,True,clothing,No,885,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html,OVERSIZED BOMBER JACKET ECRU,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,39.0,USD,jackets,MAN,Autumn,Wool Blend,Vietnam,34515.0
205321,Front of Store,True,clothing,No,756,Zara,https://www.zara.com/us/en/suede-fisherman-sandals-p12436320.html,PLEATED TECHNICAL OVERSHIRT ECRU,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,79.95,USD,shoes,WOMAN,Autumn,Polyester,Turkey,60442.200000000004
205322,End-cap,True,clothing,No,716,Zara,https://www.zara.com/us/en/suede-strap-sandals-p12707320.html,REGULAR ALPACA AND WOOL BLEND TIE DYE KNIT SWEATER,Jacket made of Italian wool. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,79.99,USD,jackets,WOMAN,Autumn,Acrylic,Bangladesh,57272.84
205323,Aisle,True,clothing,Yes,1398,Zara,https://www.zara.com/us/en/suede-high-tops-p12120320.html,OVERSIZED WOVEN LEATHER SLIDES ECRU,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,25.99,USD,t-shirts,WOMAN,Autumn,Viscose,Turkey,36334.02
205324,Aisle,True,clothing,Yes,987,Zara,https://www.zara.com/us/en/alpaca-and-wool-blend-tie-dye-knit-sweater-p02142220.html,LONGLINE QUILTED JACKET SKY BLUE,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,25.0,USD,jackets,WOMAN,Autumn,Polyester,India,24675.0
205325,Aisle,True,clothing,No,881,Zara,https://www.zara.com/us/en/cotton-overshirt-p09621103.html,DOUBLE-BREASTED SEMI-SHEER KNIT SHIRT LIMITED EDITION NAVY,RETRO SNEAKERS,85.0,USD,jackets,WOMAN,Winter,Wool,Spain,74885.0
205326,Aisle,True,clothing,Yes,846,Zara,https://www.zara.com/us/en/topstitch-sneakers-p12240320.html,LINEN HEART PRINT T-SHIRT GREY,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,35.95,USD,sweaters,WOMAN,Spring,Linen Blend,India,30413.7
205327,Front of Store,True,clothing,No,805,Zara,https://www.zara.com/us/en/basic-heavyweight-t-shirt-p01887450.html,CROPPED KNIT SWEATER WITH PIPING TAUPE,Relaxed fit overshirt made of 25% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Front button closure.,59.99,USD,jackets,MAN,Autumn,Wool Blend,China,48291.950000000004
205328,End-cap,True,clothing,No,862,Zara,https://www.zara.com/us/en/textured-pocket-overshirt-p01934436.html,BELTED MULTI-PIECED RETRO SNEAKERS OLIVE,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,19.0,USD,jackets,MAN,Autumn,Polyester,China,16378.0
205329,End-cap,True,clothing,Yes,1601,Zara,https://www.zara.com/us/en/colorblock-knit-crop-sweater-p05536008.html,EMBROIDERED HIGH COLLAR KNIT SWEATER GREY,Full cut T-shirt with round neck and short sleeves. Front tonal raised text. Washed effect.,42.99,USD,sweaters,WOMAN,Summer,Linen,Morocco,68826.99
205330,Aisle,True,clothing,Yes,933,Zara,https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html,STRETCH TEXTURED POCKET JACKET,Slim fit shirt made of wrinkle effect fabric. Round neck and long sleeves.,35.99,USD,jackets,WOMAN,Spring,Linen,Brazil,33578.67
205331,Front of Store,True,clothing,No,1663,Zara,https://www.zara.com/us/en/ribbed-knit-t-shirt-p03332431.html,QUILTED WOVEN LEATHER SLIDES STONE,Loafers. Made of leather with a suede finish. Ornamental saddle detail at instep. Rounded shape. Contrasting colored sole.,52.95,USD,shoes,WOMAN,Summer,Cotton,China,88055.85
205332,Front of Store,True,clothing,No,918,Zara,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html,KNIT SUEDE STRAP SANDALS CHARCOAL,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,28.95,USD,sweaters,WOMAN,Summer,Cotton,Bangladesh,26576.1
205333,Aisle,True,clothing,No,796,Zara,https://www.zara.com/us/en/embroidered-forest-jacket-p02795407.html,STRETCH BASIC PUFFER JACKET GREY,Round neck long sleeve sweater. Metallic fabric detail and frayed trim.,35.95,USD,sweaters,WOMAN,Autumn,Acrylic,Turkey,28616.2
205334,Front of Store,True,clothing,No,728,Zara,https://www.zara.com/us/en/straight-suit-jacket-p04143291.html,OVERSIZED TASSEL LEATHER LOAFERS OLIVE,High-top sneakers. Upper in a combination of pieces. Laces with ten pairs of eyelets. Chunky sole.,119.0,USD,jackets,WOMAN,Autumn,Cotton,India,86632.0
205335,End-cap,True,clothing,Yes,1221,Zara,https://www.zara.com/us/en/striped-crop-knit-sweater-p06771158.html,RIBBED BOXY FIT DENIM JACKET OLIVE,Suede leather boots. Ridged seam detail at upper. Lacing with two pairs of eyelets. Welt around upper. Slightly chunky sole.,59.99,USD,t-shirts,MAN,Spring,Denim,China,73247.79000000001
205336,Aisle,True,clothing,Yes,922,Zara,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html,LINEN BASIC HEAVYWEIGHT T-SHIRT WHITE,Baggy jeans. Self belt at waist. Front pockets and back patch pockets. Washed effect. Front button closure.,32.99,USD,sweaters,WOMAN,Summer,Linen Blend,Bangladesh,30416.780000000002
205337,Front of Store,True,clothing,No,1096,Zara,https://www.zara.com/us/en/paint-print-overshirt-p05320305.html,JACQUARD DENIM JACKET BURGUNDY,Sneakers. Upper in a combination of pieces and textures. Shoelaces with six pairs of eyelets at different heights. Chunky irregular design soles. Retro-inspired design.,76.99,USD,jackets,MAN,Spring,Cotton,Bangladesh,84381.04
205338,Front of Store,True,clothing,Yes,1449,Zara,https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html,HIGH-WAIST ALPACA BLEND OPEN KNIT SWEATER WHITE,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,14.95,USD,sweaters,WOMAN,Autumn,Wool,China,21662.55
205339,End-cap,True,clothing,No,1819,Zara,https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html,LINEN STRIPED KNIT SWEATER BLACK,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,13.95,USD,jackets,WOMAN,Summer,Linen,Bangladesh,25375.05
205340,Front of Store,True,clothing,No,868,Zara,https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html,LINEN TEXTURED POCKET OVERSHIRT CHARCOAL,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,94.95,USD,jackets,WOMAN,Summer,Linen,Bangladesh,82416.6
205341,End-cap,True,clothing,Yes,1292,Zara,https://www.zara.com/us/en/suede-retro-sneakers-p12309320.html,BELTED CASHMERE BLEND KNIT SWEATER ECRU,Full cut T-shirt made of mesh textured fabric. Contrast rib V-neckline and short sleeves. Front contrast printed text.,97.99,USD,t-shirts,WOMAN,Summer,Linen Blend,Vietnam,126603.07999999999
205342,Aisle,True,clothing,No,909,Zara,https://www.zara.com/us/en/woven-leather-slides-p12708320.html,EMBROIDERED FAUX LEATHER JACKET GREY,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,29.99,USD,t-shirts,WOMAN,Autumn,Cotton,India,27260.91
205343,End-cap,True,clothing,No,744,Zara,https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html,SATIN KNIT SWEATER WITH RIPS CHARCOAL,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,19.0,USD,sweaters,MAN,Autumn,Wool Blend,Bangladesh,14136.0
205344,Aisle,True,clothing,No,1396,Zara,https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html,TAILORED ZIPPERED WOOL BLEND OVERSHIRT STONE,Sandals. Made of leather with a suede finish. Two crossed wide straps at instep. Thick lightweight soles.,72.95,USD,jackets,WOMAN,Summer,Cotton,China,101838.2
205345,Aisle,True,clothing,Yes,868,Zara,https://www.zara.com/us/en/v-neck-knit-sweater-p03519001.html,QUILTED KNIT PEARL SWEATER NAVY,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,49.99,USD,jackets,WOMAN,Autumn,Wool,Brazil,43391.32
205346,Aisle,True,clothing,No,931,Zara,https://www.zara.com/us/en/fine-knit-crop-sweater-p09598029.html,HIGH-WAIST MULTI-PIECED RETRO SNEAKERS KHAKI,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,28.99,USD,jackets,WOMAN,Summer,Cotton,Vietnam,26989.69
205347,End-cap,True,clothing,No,1203,Zara,https://www.zara.com/us/en/plaid-overshirt-p01300100.html,TAILORED RAISED TEXT T-SHIRT LIMITED EDITION CHARCOAL,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,33.99,USD,t-shirts,MAN,Spring,Cotton,China,40889.97
205348,Front of Store,True,clothing,Yes,885,Zara,https://www.zara.com/us/en/asymmetric-cropped-knit-sweater-p06771149.html,OVERSIZED BASIC 100% WOOL SWEATER KHAKI,Boxy fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Chest patch pockets. Washed effect. Front button closure.,22.99,USD,shoes,WOMAN,Autumn,Wool Blend,Morocco,20346.149999999998
205349,Aisle,True,clothing,Yes,719,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,RIBBED TECHNICAL OVERSHIRT,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,119.99,USD,jackets,WOMAN,Autumn,Cotton,Brazil,86272.81
205350,Aisle,True,clothing,Yes,1154,Zara,https://www.zara.com/us/en/wool-blend-knit-sweater-p02893159.html,TAILORED FOIL KNIT CROP SWEATER OLIVE,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,83.99,USD,jackets,WOMAN,Autumn,Wool,Pakistan,96924.45999999999
205351,End-cap,True,clothing,Yes,699,Zara,https://www.zara.com/us/en/faux-leather-jacket-p03427320.html,KNIT PADDED DENIM JACKET WHITE,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,49.99,USD,jackets,MAN,Autumn,Wool,Bangladesh,34943.01
205352,End-cap,True,clothing,No,1723,Zara,https://www.zara.com/us/en/technical-overshirt-p05320500.html,QUILTED FLEECE BOMBER JACKET SKY BLUE,Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,25.99,USD,jackets,WOMAN,Winter,Polyester,Turkey,44780.77
205353,Aisle,True,clothing,No,669,Zara,https://www.zara.com/us/en/faux-fur-jewel-sweater-p07901339.html,V-NECK KNIT SWEATER BROWN,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,49.0,USD,jackets,MAN,Autumn,Acrylic,Spain,32781.0
205354,End-cap,True,clothing,Yes,1406,Zara,https://www.zara.com/us/en/flared-fit-cargo-jeans-p06688411.html,CROPPED OVERSIZED KNIT SWEATER STONE,Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.,17.95,USD,jackets,WOMAN,Autumn,Wool,Bangladesh,25237.7
205355,Aisle,True,clothing,Yes,1205,Zara,https://www.zara.com/us/en/hiking-boots-p12103320.html,LINEN KNIT OPEN BACK PEARLY SWEATER GREY,Overshirt made of diagonal textured cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Front button closure.,33.99,USD,jackets,WOMAN,Summer,Linen,Morocco,40957.950000000004
205356,Aisle,True,clothing,No,1180,Zara,https://www.zara.com/us/en/knit-sweater-with-rips-p00021110.html,SLIM UTILITY POCKET JACKET OLIVE,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,55.95,USD,shoes,MAN,Spring,Wool Blend,India,66021.0
205357,Front of Store,True,clothing,Yes,869,Zara,https://www.zara.com/us/en/woven-leather-slides-p12708320.html,SATIN TECHNICAL PADDED JACKET BURGUNDY,Slim fit jacket. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,32.99,USD,t-shirts,MAN,Winter,Satin,Bangladesh,28668.31
205358,Aisle,True,clothing,No,866,Zara,https://www.zara.com/us/en/basic-foil-knit-sweater-p00506101.html,WOOL BLEND JACKET,Short sweater with round neck and long sleeves.,29.95,USD,jackets,MAN,Autumn,Wool Blend,China,25936.7
205359,Front of Store,True,clothing,Yes,1419,Zara,https://www.zara.com/us/en/overshirt-p00706623.html,STRUCTURED JEWEL KNIT SWEATER,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,17.99,USD,t-shirts,MAN,Autumn,Wool,Bangladesh,25527.809999999998
205360,End-cap,True,clothing,Yes,686,Zara,https://www.zara.com/us/en/textured-sweater-p02893403.html,HIGH-WAIST STRIPED TEXTURED OVERSHIRT IVORY,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,105.99,USD,sweaters,MAN,Winter,Wool Blend,India,72709.14
205361,End-cap,True,clothing,No,1397,Zara,https://www.zara.com/us/en/hooded-technical-jacket-p08281355.html,UTILITY TECHNICAL PADDED JACKET BEIGE,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,52.99,USD,sweaters,WOMAN,Autumn,Cotton,India,74027.03
